evidence_id,parameter,method,relationship,estimate_low,estimate_central,estimate_high,unit,source_title,source_url,source_type,jurisdiction,population,measurement_start,measurement_end,retrieved_on,independence,status,confidence,transferability,limitations,notes
GAP-METHOD-IN-PERSON-ENROLMENT-MINOR-DETECTION-RATE,minor_detection_rate,in_person_enrolment,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-IN-PERSON-ENROLMENT-MINOR-CIRCUMVENTION-RATE,minor_circumvention_rate,in_person_enrolment,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-IN-PERSON-ENROLMENT-MINOR-SUBSTITUTION-RATE,minor_substitution_rate,in_person_enrolment,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-IN-PERSON-ENROLMENT-ADULT-FALSE-REJECTION-RATE,adult_false_rejection_rate,in_person_enrolment,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-IN-PERSON-ENROLMENT-ADULT-ABANDONMENT-RATE,adult_abandonment_rate,in_person_enrolment,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-IN-PERSON-ENROLMENT-HIGHER-FRICTION-FALSE-REJECTION-MULTIPLIER,higher_friction_false_rejection_multiplier,in_person_enrolment,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-IN-PERSON-ENROLMENT-HIGHER-FRICTION-ABANDONMENT-MULTIPLIER,higher_friction_abandonment_multiplier,in_person_enrolment,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-IN-PERSON-ENROLMENT-VERIFICATION-CHECK-RATE,verification_check_rate,in_person_enrolment,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-IN-PERSON-ENROLMENT-IDENTITY-PROOFING-RATE,identity_proofing_rate,in_person_enrolment,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-IN-PERSON-ENROLMENT-RECORDS-PER-IDENTITY-PROOF,records_per_identity_proof,in_person_enrolment,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-IN-PERSON-ENROLMENT-ANNUAL-BREACH-PROBABILITY,annual_breach_probability,in_person_enrolment,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-IN-PERSON-ENROLMENT-CATASTROPHIC-BREACH-PROBABILITY,catastrophic_breach_probability,in_person_enrolment,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-IN-PERSON-ENROLMENT-CATASTROPHIC-EXPOSURE-FRACTION,catastrophic_exposure_fraction,in_person_enrolment,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-IN-PERSON-ENROLMENT-THIRD-PARTY-DISCLOSURES-PER-IDENTITY-PROOF,third_party_disclosures_per_identity_proof,in_person_enrolment,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-IN-PERSON-ENROLMENT-BIOMETRIC-SCANS-PER-IDENTITY-PROOF,biometric_scans_per_identity_proof,in_person_enrolment,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-IN-PERSON-ENROLMENT-TRANSIENT-IMAGES-PER-IDENTITY-PROOF,transient_images_per_identity_proof,in_person_enrolment,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-IN-PERSON-ENROLMENT-AGE-ASSERTIONS-PER-CHECK,age_assertions_per_check,in_person_enrolment,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-IN-PERSON-ENROLMENT-CENTRALIZED-RECORD-FRACTION,centralized_record_fraction,in_person_enrolment,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-IN-PERSON-ENROLMENT-RECORD-RETENTION-YEARS,record_retention_years,in_person_enrolment,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-IN-PERSON-ENROLMENT-VARIABLE-COST-PER-CHECK,variable_cost_per_check,in_person_enrolment,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-IN-PERSON-ENROLMENT-VARIABLE-COST-PER-IDENTITY-PROOF,variable_cost_per_identity_proof,in_person_enrolment,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-IN-PERSON-ENROLMENT-FIXED-ANNUAL-COST,fixed_annual_cost,in_person_enrolment,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
